thit#	eventID	hit#	channel	edge	error	coarse	fine	time
5744	1065	8	5	1	0	399	12	9984.375000ns
5745	1065	9	5	1	0	439	8	10981.250000ns
5746	1065	10	5	1	0	479	12	11984.375000ns
5747	1065	11	5	1	0	520	3	13002.343750ns
5748	1065	12	5	1	0	557	17	13938.281250ns
5749	1065	13	5	1	0	600	3	15002.343750ns
5750	1065	14	5	1	0	639	12	15984.375000ns
5751	1065	15	5	1	0	682	25	17069.531250ns
5752	1065	16	5	1	0	724	21	18116.406250ns
5753	1065	17	5	1	0	765	0	19125.000000ns
5754	1065	18	5	1	0	812	21	20316.406250ns
5755	1065	19	5	1	0	864	19	21614.843750ns
5756	1065	20	5	1	0	909	19	22739.843750ns
5757	1065	21	5	1	0	956	29	23922.656250ns
5758	1065	22	5	1	0	999	19	24989.843750ns
5759	1066	0	5	1	0	5	19	139.843750ns
5760	1066	1	5	1	0	42	10	1057.812500ns
5761	1066	2	5	1	0	73	31	1849.218750ns
5762	1066	3	5	1	0	122	11	3058.593750ns
5763	1066	4	5	1	0	161	14	4035.937500ns
5764	1066	5	5	1	0	253	27	6346.093750ns
5765	1066	6	5	1	0	291	28	7296.875000ns
5766	1066	7	5	1	0	333	1	8325.781250ns
5767	1066	8	5	1	0	373	13	9335.156250ns
5768	1066	9	5	1	0	417	10	10432.812500ns
5769	1066	10	5	1	0	477	12	11934.375000ns
5770	1066	11	5	1	0	526	8	13156.250000ns
5771	1066	12	5	1	0	563	29	14097.656250ns
5772	1066	13	5	1	0	609	2	15226.562500ns
5773	1066	14	5	1	0	651	20	16290.625000ns
5774	1066	15	5	1	0	691	19	17289.843750ns
5775	1066	16	5	1	0	730	29	18272.656250ns
5776	1066	17	5	1	0	787	15	19686.718750ns
5777	1066	18	5	1	0	828	14	20710.937500ns
5778	1066	19	5	1	0	870	12	21759.375000ns
5779	1066	20	5	1	0	911	27	22796.093750ns
5780	1066	21	5	1	0	954	10	23857.812500ns
5781	1066	22	5	1	0	991	7	24780.468750ns
5782	1067	0	5	1	0	37	9	932.031250ns
5783	1067	1	5	1	0	79	29	1997.656250ns
5784	1067	2	5	1	0	118	7	2955.468750ns
5785	1067	3	5	1	0	154	6	3854.687500ns
5786	1067	4	5	1	0	197	30	4948.437500ns
5787	1067	5	5	1	0	240	13	6010.156250ns
5788	1067	6	5	1	0	282	14	7060.937500ns
5789	1067	7	5	1	0	323	13	8085.156250ns
5790	1067	8	5	1	0	362	2	9051.562500ns
5791	1067	9	5	1	0	399	19	9989.843750ns
5792	1067	10	5	1	0	436	8	10906.250000ns
5793	1067	11	5	1	0	474	3	11852.343750ns
5794	1067	12	5	1	0	511	8	12781.250000ns
5795	1067	13	5	1	0	553	11	13833.593750ns
5796	1067	14	5	1	0	592	13	14810.156250ns
5797	1067	15	5	1	0	630	9	15757.031250ns
5798	1067	16	5	1	0	672	21	16816.406250ns
5799	1067	17	5	1	0	709	23	17742.968750ns
5800	1067	18	5	1	0	746	28	18671.875000ns
5801	1067	19	5	1	0	786	5	19653.906250ns
5802	1067	20	5	1	0	830	2	20751.562500ns
5803	1067	21	5	1	0	868	14	21710.937500ns
5804	1067	22	5	1	0	910	16	22762.500000ns
5805	1067	23	5	1	0	949	8	23731.250000ns
5806	1067	24	5	1	0	987	13	24685.156250ns
5807	1068	0	5	1	0	11	3	277.343750ns
5808	1068	1	5	1	0	47	22	1192.187500ns
5809	1068	2	5	1	0	84	14	2110.937500ns
5810	1068	3	5	1	0	127	7	3180.468750ns
5811	1068	4	5	1	0	179	26	4495.312500ns
5812	1068	5	5	1	0	219	23	5492.968750ns
5813	1068	6	5	1	0	257	1	6425.781250ns
5814	1068	7	5	1	0	300	6	7504.687500ns
5815	1068	8	5	1	0	343	1	8575.781250ns
5816	1068	9	5	1	0	380	31	9524.218750ns
5817	1068	10	5	1	0	422	19	10564.843750ns
5818	1068	11	5	1	0	460	6	11504.687500ns
5819	1068	12	5	1	0	502	7	12555.468750ns
5820	1068	13	5	1	0	546	13	13660.156250ns
5821	1068	14	5	1	0	594	10	14857.812500ns
5822	1068	15	5	1	0	631	31	15799.218750ns
5823	1068	16	5	1	0	674	20	16865.625000ns
5824	1068	17	5	1	0	718	1	17950.781250ns
5825	1068	18	5	1	0	755	20	18890.625000ns
5826	1068	19	5	1	0	798	6	19954.687500ns
5827	1068	20	5	1	0	847	30	21198.437500ns
5828	1068	21	5	1	0	892	10	22307.812500ns
5829	1068	22	5	1	0	931	4	23278.125000ns
5830	1068	23	5	1	0	975	5	24378.906250ns
5831	1069	0	5	1	0	20	8	506.250000ns
5832	1069	1	5	1	0	65	5	1628.906250ns
5833	1069	2	5	1	0	103	22	2592.187500ns
5834	1069	3	5	1	0	144	17	3613.281250ns
5835	1069	4	5	1	0	182	2	4551.562500ns
5836	1069	5	5	1	0	224	4	5603.125000ns
5837	1069	6	5	1	0	261	10	6532.812500ns
5838	1069	7	5	1	0	292	18	7314.062500ns
5839	1069	8	5	1	0	336	29	8422.656250ns
5840	1069	9	5	1	0	380	16	9512.500000ns
5841	1069	10	5	1	0	435	2	10876.562500ns
5842	1069	11	5	1	0	478	8	11956.250000ns
5843	1069	12	5	1	0	526	6	13154.687500ns
5844	1069	13	5	1	0	565	15	14136.718750ns
5845	1069	14	5	1	0	603	25	15094.531250ns
5846	1069	15	5	1	0	639	23	15992.968750ns
5847	1069	16	5	1	0	680	13	17010.156250ns
5848	1069	17	5	1	0	724	13	18110.156250ns
5849	1069	18	5	1	0	768	1	19200.781250ns
5850	1069	19	5	1	0	814	23	20367.968750ns
5851	1069	20	5	1	0	852	12	21309.375000ns
5852	1069	21	5	1	0	888	4	22203.125000ns
5853	1069	22	5	1	0	923	6	23079.687500ns
5854	1069	23	5	1	0	959	27	23996.093750ns
5855	1069	24	5	1	0	998	30	24973.437500ns
5856	1070	0	5	1	0	14	0	350.000000ns
5857	1070	1	5	1	0	50	12	1259.375000ns
5858	1070	2	5	1	0	88	14	2210.937500ns
5859	1070	3	5	1	0	132	6	3304.687500ns
5860	1070	4	5	1	0	177	18	4439.062500ns
5861	1070	5	5	1	0	225	9	5632.031250ns
5862	1070	6	5	1	0	269	16	6737.500000ns
5863	1070	7	5	1	0	310	6	7754.687500ns
5864	1070	8	5	1	0	358	10	8957.812500ns
5865	1070	9	5	1	0	396	8	9906.250000ns
5866	1070	10	5	1	0	439	8	10981.250000ns
5867	1070	11	5	1	0	481	9	12032.031250ns
5868	1070	12	5	1	0	525	24	13143.750000ns
5869	1070	13	5	1	0	567	10	14182.812500ns
5870	1070	14	5	1	0	604	26	15120.312500ns
5871	1070	15	5	1	0	644	7	16105.468750ns
5872	1070	16	5	1	0	687	17	17188.281250ns
5873	1070	17	5	1	0	728	27	18221.093750ns
5874	1070	18	5	1	0	767	4	19178.125000ns
5875	1070	19	5	1	0	812	5	20303.906250ns
5876	1070	20	5	1	0	850	4	21253.125000ns
5877	1070	21	5	1	0	895	2	22376.562500ns
5878	1070	22	5	1	0	933	8	23331.250000ns
5879	1070	23	5	1	0	970	9	24257.031250ns
5880	1071	0	5	1	0	10	17	263.281250ns
5881	1071	1	5	1	0	54	21	1366.406250ns
5882	1071	2	5	1	0	98	29	2472.656250ns
5883	1071	3	5	1	0	148	2	3701.562500ns
5884	1071	4	5	1	0	185	10	4632.812500ns
5885	1071	5	5	1	0	224	4	5603.125000ns
5886	1071	6	5	1	0	269	11	6733.593750ns
5887	1071	7	5	1	0	305	21	7641.406250ns
5888	1071	8	5	1	0	355	1	8875.781250ns
5889	1071	9	5	1	0	392	6	9804.687500ns
5890	1071	10	5	1	0	424	27	10621.093750ns
5891	1071	11	5	1	0	462	28	11571.875000ns
5892	1071	12	5	1	0	502	30	12573.437500ns
5893	1071	13	5	1	0	541	28	13546.875000ns
5894	1071	14	5	1	0	581	29	14547.656250ns
5895	1071	15	5	1	0	621	0	15525.000000ns
5896	1071	16	5	1	0	663	10	16582.812500ns
5897	1071	17	5	1	0	703	10	17582.812500ns
5898	1071	18	5	1	0	741	23	18542.968750ns
5899	1071	19	5	1	0	781	3	19527.343750ns
5900	1071	20	5	1	0	831	5	20778.906250ns
5901	1071	21	5	1	0	873	5	21828.906250ns
5902	1071	22	5	1	0	913	13	22835.156250ns
5903	1071	23	5	1	0	952	1	23800.781250ns
5904	1071	24	5	1	0	989	11	24733.593750ns
5905	1072	0	5	1	0	34	7	855.468750ns
5906	1072	1	5	1	0	72	27	1821.093750ns
5907	1072	2	5	1	0	115	7	2880.468750ns
5908	1072	3	5	1	0	155	6	3879.687500ns
5909	1072	4	5	1	0	195	13	4885.156250ns
5910	1072	5	5	1	0	233	27	5846.093750ns
5911	1072	6	5	1	0	273	13	6835.156250ns
5912	1072	7	5	1	0	313	7	7830.468750ns
5913	1072	8	5	1	0	353	8	8831.250000ns
5914	1072	9	5	1	0	393	1	9825.781250ns
5915	1072	10	5	1	0	432	7	10805.468750ns
5916	1072	11	5	1	0	470	10	11757.812500ns
5917	1072	12	5	1	0	502	1	12550.781250ns
5918	1072	13	5	1	0	542	2	13551.562500ns
5919	1072	14	5	1	0	581	1	14525.781250ns
5920	1072	15	5	1	0	617	16	15437.500000ns
5921	1072	16	5	1	0	654	31	16374.218750ns
5922	1072	17	5	1	0	698	3	17452.343750ns
5923	1072	18	5	1	0	741	13	18535.156250ns
5924	1072	19	5	1	0	781	0	19525.000000ns
5925	1072	20	5	1	0	822	21	20566.406250ns
5926	1072	21	5	1	0	874	8	21856.250000ns
5927	1072	22	5	1	0	912	4	22803.125000ns
5928	1072	23	5	1	0	950	7	23755.468750ns
5929	1073	0	5	1	0	7	21	191.406250ns
5930	1073	1	5	1	0	45	23	1142.968750ns
5931	1073	2	5	1	0	83	24	2093.750000ns
5932	1073	3	5	1	0	123	31	3099.218750ns
5933	1073	4	5	1	0	163	31	4099.218750ns
5934	1073	5	5	1	0	204	2	5101.562500ns
5935	1073	6	5	1	0	244	7	6105.468750ns
5936	1073	7	5	1	0	287	9	7182.031250ns
5937	1073	8	5	1	0	326	3	8152.343750ns
5938	1073	9	5	1	0	371	0	9275.000000ns
5939	1073	10	5	1	0	410	15	10261.718750ns
5940	1073	11	5	1	0	448	16	11212.500000ns
5941	1073	12	5	1	0	510	9	12757.031250ns
5942	1073	13	5	1	0	554	21	13866.406250ns
5943	1073	14	5	1	0	602	17	15063.281250ns
5944	1073	15	5	1	0	641	21	16041.406250ns
5945	1073	16	5	1	0	686	9	17157.031250ns
5946	1073	17	5	1	0	725	8	18131.250000ns
5947	1073	18	5	1	0	763	9	19082.031250ns
5948	1073	19	5	1	0	802	30	20073.437500ns
5949	1073	20	5	1	0	842	1	21050.781250ns
5950	1073	21	5	1	0	882	21	22066.406250ns
5951	1073	22	5	1	0	921	15	23036.718750ns
5952	1073	23	5	1	0	959	4	23978.125000ns
5953	1073	24	5	1	0	997	1	24925.781250ns
5954	1074	0	5	1	0	16	19	414.843750ns
5955	1074	1	5	1	0	49	3	1227.343750ns
5956	1074	2	5	1	0	91	7	2280.468750ns
5957	1074	3	5	1	0	128	23	3217.968750ns
5958	1074	4	5	1	0	162	29	4072.656250ns
5959	1074	5	5	1	0	212	3	5302.343750ns
5960	1074	6	5	1	0	252	3	6302.343750ns
5961	1074	7	5	1	0	290	7	7255.468750ns
5962	1074	8	5	1	0	338	8	8456.250000ns
5963	1074	9	5	1	0	383	3	9577.343750ns
5964	1074	10	5	1	0	420	22	10517.187500ns
5965	1074	11	5	1	0	460	11	11508.593750ns
5966	1074	12	5	1	0	501	1	12525.781250ns
5967	1074	13	5	1	0	545	26	13645.312500ns
5968	1074	14	5	1	0	589	26	14745.312500ns
5969	1074	15	5	1	0	629	15	15736.718750ns
5970	1074	16	5	1	0	673	11	16833.593750ns
5971	1074	17	5	1	0	712	3	17802.343750ns
5972	1074	18	5	1	0	747	26	18695.312500ns
5973	1074	19	5	1	0	778	12	19459.375000ns
5974	1074	20	5	1	0	814	7	20355.468750ns
5975	1074	21	5	1	0	865	4	21628.125000ns
5976	1074	22	5	1	0	912	11	22808.593750ns
5977	1074	23	5	1	0	958	9	23957.031250ns
5978	1074	24	5	1	0	998	10	24957.812500ns
5979	1075	0	5	1	0	30	30	773.437500ns
5980	1075	1	5	1	0	80	29	2022.656250ns
5981	1075	2	5	1	0	125	0	3125.000000ns
5982	1075	3	5	1	0	166	0	4150.000000ns
5983	1075	4	5	1	0	217	9	5432.031250ns
5984	1075	5	5	1	0	255	8	6381.250000ns
5985	1075	6	5	1	0	296	28	7421.875000ns
5986	1075	7	5	1	0	335	29	8397.656250ns
5987	1075	8	5	1	0	372	18	9314.062500ns
5988	1075	9	5	1	0	405	9	10132.031250ns
5989	1075	10	5	1	0	447	9	11182.031250ns
5990	1075	11	5	1	0	485	1	12125.781250ns
5991	1075	12	5	1	0	524	12	13109.375000ns
5992	1075	13	5	1	0	560	20	14015.625000ns
5993	1075	14	5	1	0	595	21	14891.406250ns
5994	1075	15	5	1	0	641	30	16048.437500ns
5995	1075	16	5	1	0	680	0	17000.000000ns
5996	1075	17	5	1	0	728	3	18202.343750ns
5997	1075	18	5	1	0	770	4	19253.125000ns
5998	1075	19	5	1	0	811	4	20278.125000ns
5999	1075	20	5	1	0	863	0	21575.000000ns
6000	1075	21	5	1	0	906	1	22650.781250ns
6001	1075	22	5	1	0	944	2	23601.562500ns
6002	1075	23	5	1	0	987	1	24675.781250ns
6003	1076	0	5	1	0	35	8	881.250000ns
6004	1076	1	5	1	0	74	17	1863.281250ns
6005	1076	2	5	1	0	112	25	2819.531250ns
6006	1076	3	5	1	0	151	5	3778.906250ns
6007	1076	4	5	1	0	187	6	4679.687500ns
6008	1076	5	5	1	0	225	7	5630.468750ns
6009	1076	6	5	1	0	270	30	6773.437500ns
6010	1076	7	5	1	0	315	1	7875.781250ns
6011	1076	8	5	1	0	353	9	8832.031250ns
6012	1076	9	5	1	0	397	8	9931.250000ns
6013	1076	10	5	1	0	436	27	10921.093750ns
6014	1076	11	5	1	0	485	1	12125.781250ns
6015	1076	12	5	1	0	527	16	13187.500000ns
6016	1076	13	5	1	0	567	2	14176.562500ns
6017	1076	14	5	1	0	608	5	15203.906250ns
6018	1076	15	5	1	0	647	5	16178.906250ns
6019	1076	16	5	1	0	700	12	17509.375000ns
6020	1076	17	5	1	0	740	30	18523.437500ns
6021	1076	18	5	1	0	788	20	19715.625000ns
6022	1076	19	5	1	0	827	2	20676.562500ns
6023	1076	20	5	1	0	867	0	21675.000000ns
6024	1076	21	5	1	0	915	23	22892.968750ns
6025	1076	22	5	1	0	958	12	23959.375000ns
6026	1077	0	5	1	0	0	10	7.812500ns
6027	1077	1	5	1	0	38	1	950.781250ns
6028	1077	2	5	1	0	75	3	1877.343750ns
6029	1077	3	5	1	0	130	12	3259.375000ns
6030	1077	4	5	1	0	169	24	4243.750000ns
6031	1077	5	5	1	0	208	31	5224.218750ns
6032	1077	6	5	1	0	250	4	6253.125000ns
6033	1077	7	5	1	0	292	16	7312.500000ns
6034	1077	8	5	1	0	341	15	8536.718750ns
6035	1077	9	5	1	0	379	25	9494.531250ns
6036	1077	10	5	1	0	419	24	10493.750000ns
6037	1077	11	5	1	0	460	12	11509.375000ns
6038	1077	12	5	1	0	497	28	12446.875000ns
6039	1077	13	5	1	0	539	18	13489.062500ns
6040	1077	14	5	1	0	576	21	14416.406250ns
6041	1077	15	5	1	0	608	9	15207.031250ns
6042	1077	16	5	1	0	644	19	16114.843750ns
6043	1077	17	5	1	0	685	9	17132.031250ns
6044	1077	18	5	1	0	722	23	18067.968750ns
6045	1077	19	5	1	0	760	30	19023.437500ns
6046	1077	20	5	1	0	801	28	20046.875000ns
6047	1077	21	5	1	0	841	31	21049.218750ns
6048	1077	22	5	1	0	880	8	22006.250000ns
6049	1077	23	5	1	0	919	7	22980.468750ns
6050	1077	24	5	1	0	959	29	23997.656250ns
6051	1077	25	5	1	0	997	7	24930.468750ns
6052	1078	0	5	1	0	9	28	246.875000ns
6053	1078	1	5	1	0	46	19	1164.843750ns
6054	1078	2	5	1	0	90	15	2261.718750ns
6055	1078	3	5	1	0	129	11	3233.593750ns
6056	1078	4	5	1	0	169	18	4239.062500ns
6057	1078	5	5	1	0	206	13	5160.156250ns
6058	1078	6	5	1	0	242	19	6064.843750ns
6059	1078	7	5	1	0	293	10	7332.812500ns
6060	1078	8	5	1	0	332	7	8305.468750ns
6061	1078	9	5	1	0	373	26	9345.312500ns
6062	1078	10	5	1	0	410	25	10269.531250ns
6063	1078	11	5	1	0	446	29	11172.656250ns
6064	1078	12	5	1	0	483	29	12097.656250ns
6065	1078	13	5	1	0	522	3	13052.343750ns
6066	1078	14	5	1	0	559	3	13977.343750ns
6067	1078	15	5	1	0	596	6	14904.687500ns
6068	1078	16	5	1	0	637	8	15931.250000ns
6069	1078	17	5	1	0	675	22	16892.187500ns
6070	1078	18	5	1	0	714	14	17860.937500ns
6071	1078	19	5	1	0	751	9	18782.031250ns
6072	1078	20	5	1	0	790	5	19753.906250ns
6073	1078	21	5	1	0	830	21	20766.406250ns
6074	1078	22	5	1	0	874	27	21871.093750ns
6075	1078	23	5	1	0	914	3	22852.343750ns
6076	1078	24	5	1	0	959	5	23978.906250ns
6077	1078	25	5	1	0	998	16	24962.500000ns
6078	1079	0	5	1	0	30	4	753.125000ns
6079	1079	1	5	1	0	70	24	1768.750000ns
6080	1079	2	5	1	0	107	25	2694.531250ns
6081	1079	3	5	1	0	142	31	3574.218750ns
6082	1079	4	5	1	0	188	24	4718.750000ns
6083	1079	5	5	1	0	236	9	5907.031250ns
6084	1079	6	5	1	0	286	13	7160.156250ns
6085	1079	7	5	1	0	327	30	8198.437500ns
6086	1079	8	5	1	0	368	3	9202.343750ns
6087	1079	9	5	1	0	408	1	10200.781250ns
6088	1079	10	5	1	0	450	7	11255.468750ns
6089	1079	11	5	1	0	488	17	12213.281250ns
6090	1079	12	5	1	0	533	9	13332.031250ns
6091	1079	13	5	1	0	572	25	14319.531250ns
6092	1079	14	5	1	0	610	14	15260.937500ns
6093	1079	15	5	1	0	651	3	16277.343750ns
6094	1079	16	5	1	0	687	31	17199.218750ns
6095	1079	17	5	1	0	725	18	18139.062500ns
6096	1079	18	5	1	0	763	21	19091.406250ns
6097	1079	19	5	1	0	800	27	20021.093750ns
6098	1079	20	5	1	0	842	0	21050.000000ns
6099	1079	21	5	1	0	881	27	22046.093750ns
6100	1079	22	5	1	0	922	12	23059.375000ns
6101	1079	23	5	1	0	984	5	24603.906250ns
6102	1080	0	5	1	0	17	19	439.843750ns
6103	1080	1	5	1	0	54	8	1356.250000ns
6104	1080	2	5	1	0	90	0	2250.000000ns
6105	1080	3	5	1	0	129	11	3233.593750ns
6106	1080	4	5	1	0	174	10	4357.812500ns
6107	1080	5	5	1	0	212	6	5304.687500ns
6108	1080	6	5	1	0	248	13	6210.156250ns
6109	1080	7	5	1	0	290	31	7274.218750ns
6110	1080	8	5	1	0	348	1	8700.781250ns
6111	1080	9	5	1	0	387	12	9684.375000ns
6112	1080	10	5	1	0	425	27	10646.093750ns
6113	1080	11	5	1	0	472	15	11811.718750ns
6114	1080	12	5	1	0	509	1	12725.781250ns
6115	1080	13	5	1	0	547	6	13679.687500ns
6116	1080	14	5	1	0	589	5	14728.906250ns
6117	1080	15	5	1	0	628	7	15705.468750ns
6118	1080	16	5	1	0	667	9	16682.031250ns
6119	1080	17	5	1	0	706	9	17657.031250ns
6120	1080	18	5	1	0	744	30	18623.437500ns
6121	1080	19	5	1	0	784	31	19624.218750ns
6122	1080	20	5	1	0	825	11	20633.593750ns
6123	1080	21	5	1	0	866	2	21651.562500ns
6124	1080	22	5	1	0	911	5	22778.906250ns
6125	1080	23	5	1	0	949	4	23728.125000ns
6126	1080	24	5	1	0	988	0	24700.000000ns
6127	1081	0	5	1	0	21	13	535.156250ns
6128	1081	1	5	1	0	60	9	1507.031250ns
6129	1081	2	5	1	0	105	9	2632.031250ns
6130	1081	3	5	1	0	147	22	3692.187500ns
6131	1081	4	5	1	0	194	10	4857.812500ns
6132	1081	5	5	1	0	260	9	6507.031250ns
6133	1081	6	5	1	0	316	18	7914.062500ns
6134	1081	7	5	1	0	354	6	8854.687500ns
6135	1081	8	5	1	0	392	9	9807.031250ns
6136	1081	9	5	1	0	432	17	10813.281250ns
6137	1081	10	5	1	0	469	13	11735.156250ns
6138	1081	11	5	1	0	517	11	12933.593750ns
6139	1081	12	5	1	0	559	21	13991.406250ns
6140	1081	13	5	1	0	604	3	15102.343750ns
6141	1081	14	5	1	0	647	30	16198.437500ns
6142	1081	15	5	1	0	690	0	17250.000000ns
6143	1081	16	5	1	0	732	10	18307.812500ns
6144	1081	17	5	1	0	774	1	19350.781250ns
6145	1081	18	5	1	0	821	14	20535.937500ns
6146	1081	19	5	1	0	863	2	21576.562500ns
6147	1081	20	5	1	0	946	13	23660.156250ns
6148	1081	21	5	1	0	987	0	24675.000000ns
6149	1082	0	5	1	0	32	14	810.937500ns
6150	1082	1	5	1	0	85	26	2145.312500ns
6151	1082	2	5	1	0	125	9	3132.031250ns
6152	1082	3	5	1	0	164	18	4114.062500ns
6153	1082	4	5	1	0	209	17	5238.281250ns
6154	1082	5	5	1	0	248	28	6221.875000ns
6155	1082	6	5	1	0	287	7	7180.468750ns
6156	1082	7	5	1	0	330	3	8252.343750ns
6157	1082	8	5	1	0	370	24	9268.750000ns
6158	1082	9	5	1	0	418	22	10467.187500ns
6159	1082	10	5	1	0	458	11	11458.593750ns
6160	1082	11	5	1	0	508	3	12702.343750ns
6161	1082	12	5	1	0	547	7	13680.468750ns
6162	1082	13	5	1	0	586	13	14660.156250ns
6163	1082	14	5	1	0	624	15	15611.718750ns
6164	1082	15	5	1	0	660	24	16518.750000ns
6165	1082	16	5	1	0	695	3	17377.343750ns
6166	1082	17	5	1	0	733	0	18325.000000ns
6167	1082	18	5	1	0	769	10	19232.812500ns
6168	1082	19	5	1	0	805	3	20127.343750ns
6169	1082	20	5	1	0	849	1	21225.781250ns
6170	1082	21	5	1	0	888	6	22204.687500ns
6171	1082	22	5	1	0	926	0	23150.000000ns
6172	1082	23	5	1	0	962	12	24059.375000ns
6173	1082	24	5	1	0	1000	0	25000.000000ns
6174	1083	0	5	1	0	10	27	271.093750ns
6175	1083	1	5	1	0	51	0	1275.000000ns
6176	1083	2	5	1	0	88	23	2217.968750ns
6177	1083	3	5	1	0	125	30	3148.437500ns
6178	1083	4	5	1	0	169	27	4246.093750ns
6179	1083	5	5	1	0	213	13	5335.156250ns
6180	1083	6	5	1	0	253	8	6331.250000ns
6181	1083	7	5	1	0	298	11	7458.593750ns
6182	1083	8	5	1	0	337	0	8425.000000ns
6183	1083	9	5	1	0	377	2	9426.562500ns
6184	1083	10	5	1	0	428	13	10710.156250ns
6185	1083	11	5	1	0	470	8	11756.250000ns
6186	1083	12	5	1	0	515	6	12879.687500ns
6187	1083	13	5	1	0	554	22	13867.187500ns
6188	1083	14	5	1	0	608	1	15200.781250ns
6189	1083	15	5	1	0	665	5	16628.906250ns
6190	1083	16	5	1	0	703	27	17596.093750ns
6191	1083	17	5	1	0	743	15	18586.718750ns
6192	1083	18	5	1	0	782	8	19556.250000ns
6193	1083	19	5	1	0	828	15	20711.718750ns
6194	1083	20	5	1	0	867	18	21689.062500ns
6195	1083	21	5	1	0	914	10	22857.812500ns
6196	1083	22	5	1	0	964	9	24107.031250ns
6197	1084	0	5	1	0	25	6	629.687500ns
6198	1084	1	5	1	0	62	25	1569.531250ns
6199	1084	2	5	1	0	102	31	2574.218750ns
6200	1084	3	5	1	0	142	5	3553.906250ns
6201	1084	4	5	1	0	182	2	4551.562500ns
6202	1084	5	5	1	0	230	9	5757.031250ns
6203	1084	6	5	1	0	276	6	6904.687500ns
6204	1084	7	5	1	0	318	7	7955.468750ns
6205	1084	8	5	1	0	355	2	8876.562500ns
6206	1084	9	5	1	0	403	17	10088.281250ns
6207	1084	10	5	1	0	445	7	11130.468750ns
6208	1084	11	5	1	0	493	6	12329.687500ns
6209	1084	12	5	1	0	540	4	13503.125000ns
6210	1084	13	5	1	0	579	6	14479.687500ns
6211	1084	14	5	1	0	620	24	15518.750000ns
6212	1084	15	5	1	0	665	29	16647.656250ns
6213	1084	16	5	1	0	705	23	17642.968750ns
6214	1084	17	5	1	0	743	31	18599.218750ns
6215	1084	18	5	1	0	790	15	19761.718750ns
6216	1084	19	5	1	0	829	8	20731.250000ns
6217	1084	20	5	1	0	878	6	21954.687500ns
6218	1084	21	5	1	0	917	8	22931.250000ns
6219	1084	22	5	1	0	955	6	23879.687500ns
6220	1084	23	5	1	0	991	18	24789.062500ns
6221	1085	0	5	1	0	16	27	421.093750ns
6222	1085	1	5	1	0	63	4	1578.125000ns
6223	1085	2	5	1	0	106	5	2653.906250ns
6224	1085	3	5	1	0	144	14	3610.937500ns
6225	1085	4	5	1	0	181	23	4542.968750ns
6226	1085	5	5	1	0	222	6	5554.687500ns
6227	1085	6	5	1	0	261	13	6535.156250ns
6228	1085	7	5	1	0	310	7	7755.468750ns
6229	1085	8	5	1	0	350	0	8750.000000ns
6230	1085	9	5	1	0	394	7	9855.468750ns
6231	1085	10	5	1	0	431	23	10792.968750ns
6232	1085	11	5	1	0	468	8	11706.250000ns
6233	1085	12	5	1	0	501	12	12534.375000ns
6234	1085	13	5	1	0	541	31	13549.218750ns
6235	1085	14	5	1	0	585	13	14635.156250ns
6236	1085	15	5	1	0	623	30	15598.437500ns
6237	1085	16	5	1	0	661	16	16537.500000ns
6238	1085	17	5	1	0	701	23	17542.968750ns
6239	1085	18	5	1	0	744	16	18612.500000ns
6240	1085	19	5	1	0	790	10	19757.812500ns
6241	1085	20	5	1	0	828	5	20703.906250ns
6242	1085	21	5	1	0	872	8	21806.250000ns
6243	1085	22	5	1	0	911	1	22775.781250ns
6244	1085	23	5	1	0	957	4	23928.125000ns
6245	1086	0	5	1	0	1	30	48.437500ns
6246	1086	1	5	1	0	54	3	1352.343750ns
6247	1086	2	5	1	0	92	23	2317.968750ns
6248	1086	3	5	1	0	132	4	3303.125000ns
6249	1086	4	5	1	0	173	7	4330.468750ns
6250	1086	5	5	1	0	211	10	5282.812500ns
6251	1086	6	5	1	0	251	27	6296.093750ns
6252	1086	7	5	1	0	289	30	7248.437500ns
6253	1086	8	5	1	0	334	28	8371.875000ns
6254	1086	9	5	1	0	380	2	9501.562500ns
6255	1086	10	5	1	0	418	24	10468.750000ns
6256	1086	11	5	1	0	457	5	11428.906250ns
6257	1086	12	5	1	0	493	25	12344.531250ns
6258	1086	13	5	1	0	530	7	13255.468750ns
6259	1086	14	5	1	0	566	0	14150.000000ns
6260	1086	15	5	1	0	617	25	15444.531250ns
6261	1086	16	5	1	0	653	15	16336.718750ns
6262	1086	17	5	1	0	689	5	17228.906250ns
6263	1086	18	5	1	0	739	4	18478.125000ns
6264	1086	19	5	1	0	786	21	19666.406250ns
6265	1086	20	5	1	0	824	15	20611.718750ns
6266	1086	21	5	1	0	875	20	21890.625000ns
6267	1086	22	5	1	0	918	3	22952.343750ns
6268	1086	23	5	1	0	963	4	24078.125000ns
6269	1087	0	5	1	0	41	9	1032.031250ns
6270	1087	1	5	1	0	78	29	1972.656250ns
6271	1087	2	5	1	0	120	30	3023.437500ns
6272	1087	3	5	1	0	164	20	4115.625000ns
6273	1087	4	5	1	0	204	30	5123.437500ns
6274	1087	5	5	1	0	246	3	6152.343750ns
6275	1087	6	5	1	0	284	31	7124.218750ns
6276	1087	7	5	1	0	325	4	8128.125000ns
6277	1087	8	5	1	0	364	1	9100.781250ns
6278	1087	9	5	1	0	413	17	10338.281250ns
6279	1087	10	5	1	0	456	0	11400.000000ns
6280	1087	11	5	1	0	494	10	12357.812500ns
6281	1087	12	5	1	0	534	0	13350.000000ns
