#thit	thr	eventID	hit#	channel	edge	error	coarse	fine	time	etime
60376	-12	3	17	19	1	0	627	18	15689.062500ns	22.656250ns
60377	-12	3	18	19	1	0	628	13	15710.156250ns	21.093750ns
60378	-12	3	19	19	1	0	629	6	15729.687500ns	19.531250ns
60379	-12	3	20	19	1	0	642	26	16070.312500ns	340.625000ns
60380	-12	3	21	19	1	0	644	24	16118.750000ns	48.437500ns
60381	-12	3	22	19	1	0	682	21	17066.406250ns	947.656250ns
60382	-12	3	23	19	1	0	746	3	18652.343750ns	1585.937500ns
60383	-12	3	24	19	1	0	746	27	18671.093750ns	18.750000ns
60384	-12	3	25	19	1	0	793	30	19848.437500ns	1177.343750ns
60385	-12	3	26	19	1	0	802	24	20068.750000ns	220.312500ns
60386	-12	3	27	19	1	0	819	22	20492.187500ns	423.437500ns
60387	-12	3	28	19	1	0	858	23	21467.968750ns	975.781250ns
60388	-12	3	29	19	1	0	865	20	21640.625000ns	172.656250ns
60389	-12	3	30	19	1	0	866	15	21661.718750ns	21.093750ns
60390	-12	3	31	19	1	0	880	28	22021.875000ns	360.156250ns
60391	-12	3	32	19	1	0	1056	26	26420.312500ns	4398.437500ns
60392	-12	3	33	19	1	0	1062	24	26568.750000ns	148.437500ns
60393	-12	3	34	19	1	0	1098	0	27450.000000ns	881.250000ns
60394	-12	3	35	19	1	0	1114	26	27870.312500ns	420.312500ns
60395	-12	3	36	19	1	0	1121	15	28036.718750ns	166.406250ns
60396	-12	3	37	19	1	0	1122	18	28064.062500ns	27.343750ns
60397	-12	3	38	19	1	0	1247	23	31192.968750ns	3128.906250ns
60398	-12	3	39	19	1	0	1296	26	32420.312500ns	1227.343750ns
60399	-12	3	40	19	1	0	1300	27	32521.093750ns	100.781250ns
60400	-12	3	41	19	1	0	1580	20	39515.625000ns	6994.531250ns
60401	-12	3	42	19	1	0	1581	17	39538.281250ns	22.656250ns
60402	-12	3	43	19	1	0	1604	22	40117.187500ns	578.906250ns
60403	-12	3	44	19	1	0	1605	18	40139.062500ns	21.875000ns
60404	-12	3	45	19	1	0	1606	16	40162.500000ns	23.437500ns
60405	-12	3	46	19	1	0	1618	23	40467.968750ns	305.468750ns
60406	-12	3	47	19	1	0	1638	26	40970.312500ns	502.343750ns
60407	-12	3	48	19	1	0	1641	26	41045.312500ns	75.000000ns
60408	-12	3	49	19	1	0	1650	21	41266.406250ns	221.093750ns
60409	-12	3	50	19	1	0	1730	27	43271.093750ns	2004.687500ns
60410	-12	3	51	19	1	0	1787	23	44692.968750ns	1421.875000ns
60411	-12	3	52	19	1	0	1881	24	47043.750000ns	2350.781250ns
60412	-12	3	53	19	1	0	1882	18	47064.062500ns	20.312500ns
60413	-12	3	54	19	1	0	1883	15	47086.718750ns	22.656250ns
60414	-12	3	55	19	1	0	1884	7	47105.468750ns	18.750000ns
60415	-12	3	56	19	1	0	1909	25	47744.531250ns	639.062500ns
60416	-12	3	57	19	1	0	1917	29	47947.656250ns	203.125000ns
60417	-12	3	58	19	1	0	1919	24	47993.750000ns	46.093750ns
60418	-12	3	59	19	1	0	1936	25	48419.531250ns	425.781250ns
60419	-12	3	60	19	1	0	1950	22	48767.187500ns	347.656250ns
60420	-12	3	61	19	1	0	1953	25	48844.531250ns	77.343750ns
60421	-12	3	62	19	1	0	1955	26	48895.312500ns	50.781250ns
60422	-12	3	63	19	1	0	1990	23	49767.968750ns	872.656250ns
60423	-12	3	64	19	1	0	1992	23	49817.968750ns	50.000000ns
60424	-12	3	65	19	1	0	1993	16	49837.500000ns	19.531250ns
60425	-12	4	0	19	1	0	21	21	541.406250ns	
60426	-12	4	1	19	1	0	34	20	865.625000ns	324.218750ns
60427	-12	4	2	19	1	0	35	17	888.281250ns	22.656250ns
60428	-12	4	3	19	1	0	49	23	1242.968750ns	354.687500ns
60429	-12	4	4	19	1	0	50	20	1265.625000ns	22.656250ns
60430	-12	4	5	19	1	0	51	15	1286.718750ns	21.093750ns
60431	-12	4	6	19	1	0	52	13	1310.156250ns	23.437500ns
60432	-12	4	7	19	1	0	76	21	1916.406250ns	606.250000ns
60433	-12	4	8	19	1	0	121	28	3046.875000ns	1130.468750ns
60434	-12	4	9	19	1	0	124	24	3118.750000ns	71.875000ns
60435	-12	4	10	19	1	0	125	18	3139.062500ns	20.312500ns
60436	-12	4	11	19	1	0	126	15	3161.718750ns	22.656250ns
60437	-12	4	12	19	1	0	127	11	3183.593750ns	21.875000ns
60438	-12	4	13	19	1	0	128	10	3207.812500ns	24.218750ns
60439	-12	4	14	19	1	0	156	25	3919.531250ns	711.718750ns
60440	-12	4	15	19	1	0	157	23	3942.968750ns	23.437500ns
60441	-12	4	16	19	1	0	159	24	3993.750000ns	50.781250ns
60442	-12	4	17	19	1	0	161	19	4039.843750ns	46.093750ns
60443	-12	4	18	19	1	0	183	19	4589.843750ns	550.000000ns
60444	-12	4	19	19	1	0	193	21	4841.406250ns	251.562500ns
60445	-12	4	20	19	1	0	231	23	5792.968750ns	951.562500ns
60446	-12	4	21	19	1	0	245	21	6141.406250ns	348.437500ns
60447	-12	4	22	19	1	0	279	0	6975.000000ns	833.593750ns
60448	-12	4	23	19	1	0	356	27	8921.093750ns	1946.093750ns
60449	-12	4	24	19	1	0	358	23	8967.968750ns	46.875000ns
60450	-12	4	25	19	1	0	359	18	8989.062500ns	21.093750ns
60451	-12	4	26	19	1	0	360	14	9010.937500ns	21.875000ns
60452	-12	4	27	19	1	0	460	26	11520.312500ns	2509.375000ns
60453	-12	4	28	19	1	0	533	19	13339.843750ns	1819.531250ns
60454	-12	4	29	19	1	0	548	15	13711.718750ns	371.875000ns
60455	-12	4	30	19	1	0	596	31	14924.218750ns	1212.500000ns
60456	-12	4	31	19	1	0	699	30	17498.437500ns	2574.218750ns
60457	-12	4	32	19	1	0	734	21	18366.406250ns	867.968750ns
60458	-12	4	33	19	1	0	736	15	18411.718750ns	45.312500ns
60459	-12	4	34	19	1	0	893	26	22345.312500ns	3933.593750ns
60460	-12	4	35	19	1	0	937	0	23425.000000ns	1079.687500ns
60461	-12	4	36	19	1	0	959	29	23997.656250ns	572.656250ns
60462	-12	4	37	19	1	0	961	23	24042.968750ns	45.312500ns
60463	-12	4	38	19	1	0	1024	17	25613.281250ns	1570.312500ns
60464	-12	4	39	19	1	0	1038	29	25972.656250ns	359.375000ns
60465	-12	4	40	19	1	0	1110	24	27768.750000ns	1796.093750ns
60466	-12	4	41	19	1	0	1114	24	27868.750000ns	100.000000ns
60467	-12	4	42	19	1	0	1115	21	27891.406250ns	22.656250ns
60468	-12	4	43	19	1	0	1116	19	27914.843750ns	23.437500ns
60469	-12	4	44	19	1	0	1137	22	28442.187500ns	527.343750ns
60470	-12	4	45	19	1	0	1179	2	29476.562500ns	1034.375000ns
60471	-12	4	46	19	1	0	1191	22	29792.187500ns	315.625000ns
60472	-12	4	47	19	1	0	1192	17	29813.281250ns	21.093750ns
60473	-12	4	48	19	1	0	1228	25	30719.531250ns	906.250000ns
60474	-12	4	49	19	1	0	1266	27	31671.093750ns	951.562500ns
60475	-12	4	50	19	1	0	1343	23	33592.968750ns	1921.875000ns
60476	-12	4	51	19	1	0	1370	24	34268.750000ns	675.781250ns
60477	-12	4	52	19	1	0	1402	25	35069.531250ns	800.781250ns
60478	-12	4	53	19	1	0	1428	24	35718.750000ns	649.218750ns
60479	-12	4	54	19	1	0	1434	25	35869.531250ns	150.781250ns
60480	-12	4	55	19	1	0	1435	23	35892.968750ns	23.437500ns
60481	-12	4	56	19	1	0	1457	30	36448.437500ns	555.468750ns
60482	-12	4	57	19	1	0	1485	21	37141.406250ns	692.968750ns
60483	-12	4	58	19	1	0	1511	23	37792.968750ns	651.562500ns
60484	-12	4	59	19	1	0	1545	25	38644.531250ns	851.562500ns
60485	-12	4	60	19	1	0	1567	28	39196.875000ns	552.343750ns
60486	-12	4	61	19	1	0	1568	24	39218.750000ns	21.875000ns
60487	-12	4	62	19	1	0	1569	19	39239.843750ns	21.093750ns
60488	-12	4	63	19	1	0	1579	26	39495.312500ns	255.468750ns
60489	-12	4	64	19	1	0	1583	0	39575.000000ns	79.687500ns
60490	-12	4	65	19	1	0	1591	0	39775.000000ns	200.000000ns
60491	-12	4	66	19	1	0	1619	22	40492.187500ns	717.187500ns
60492	-12	4	67	19	1	0	1620	22	40517.187500ns	25.000000ns
60493	-12	4	68	19	1	0	1621	23	40542.968750ns	25.781250ns
60494	-12	4	69	19	1	0	1656	30	41423.437500ns	880.468750ns
60495	-12	4	70	19	1	0	1690	21	42266.406250ns	842.968750ns
60496	-12	4	71	19	1	0	1773	28	44346.875000ns	2080.468750ns
60497	-12	4	72	19	1	0	1780	27	44521.093750ns	174.218750ns
60498	-12	4	73	19	1	0	1782	23	44567.968750ns	46.875000ns
60499	-12	4	74	19	1	0	1845	27	46146.093750ns	1578.125000ns
60500	-12	4	75	19	1	0	1857	28	46446.875000ns	300.781250ns
60501	-12	4	76	19	1	0	1863	25	46594.531250ns	147.656250ns
60502	-12	4	77	19	1	0	1950	26	48770.312500ns	2175.781250ns
60503	-12	4	78	19	1	0	1954	25	48869.531250ns	99.218750ns
60504	-12	4	79	19	1	0	1967	18	49189.062500ns	319.531250ns
60505	-12	4	80	19	1	0	1973	19	49339.843750ns	150.781250ns
60506	-10	0	0	19	1	0	6	25	169.531250ns	
60507	-10	0	1	19	1	0	11	22	292.187500ns	122.656250ns
60508	-10	0	2	19	1	0	14	18	364.062500ns	71.875000ns
60509	-10	0	3	19	1	0	16	26	420.312500ns	56.250000ns
60510	-10	0	4	19	1	0	21	24	543.750000ns	123.437500ns
60511	-10	0	5	19	1	0	36	29	922.656250ns	378.906250ns
60512	-10	0	6	19	1	0	38	17	963.281250ns	40.625000ns
60513	-10	0	7	19	1	0	39	16	987.500000ns	24.218750ns
60514	-10	0	8	19	1	0	65	22	1642.187500ns	654.687500ns
60515	-10	0	9	19	1	0	67	13	1685.156250ns	42.968750ns
60516	-10	0	10	19	1	0	68	11	1708.593750ns	23.437500ns
60517	-10	0	11	19	1	0	69	5	1728.906250ns	20.312500ns
60518	-10	0	12	19	1	0	70	0	1750.000000ns	21.093750ns
60519	-10	0	13	19	1	0	72	19	1814.843750ns	64.843750ns
60520	-10	0	14	19	1	0	75	8	1881.250000ns	66.406250ns
60521	-10	0	15	19	1	0	86	1	2150.781250ns	269.531250ns
60522	-10	0	16	19	1	0	89	23	2242.968750ns	92.187500ns
60523	-10	0	17	19	1	0	106	19	2664.843750ns	421.875000ns
60524	-10	0	18	19	1	0	107	15	2686.718750ns	21.875000ns
60525	-10	0	19	19	1	0	117	29	2947.656250ns	260.937500ns
60526	-10	0	20	19	1	0	118	21	2966.406250ns	18.750000ns
60527	-10	0	21	19	1	0	119	16	2987.500000ns	21.093750ns
60528	-10	0	22	19	1	0	120	12	3009.375000ns	21.875000ns
60529	-10	0	23	19	1	0	121	8	3031.250000ns	21.875000ns
60530	-10	0	24	19	1	0	128	27	3221.093750ns	189.843750ns
60531	-10	0	25	19	1	0	158	23	3967.968750ns	746.875000ns
60532	-10	0	26	19	1	0	161	23	4042.968750ns	75.000000ns
60533	-10	0	27	19	1	0	162	21	4066.406250ns	23.437500ns
60534	-10	0	28	19	1	0	163	15	4086.718750ns	20.312500ns
60535	-10	0	29	19	1	0	184	24	4618.750000ns	532.031250ns
60536	-10	0	30	19	1	0	185	20	4640.625000ns	21.875000ns
60537	-10	0	31	19	1	0	186	16	4662.500000ns	21.875000ns
60538	-10	0	32	19	1	0	187	15	4686.718750ns	24.218750ns
60539	-10	0	33	19	1	0	188	10	4707.812500ns	21.093750ns
60540	-10	0	34	19	1	0	203	25	5094.531250ns	386.718750ns
60541	-10	0	35	19	1	0	204	22	5117.187500ns	22.656250ns
60542	-10	0	36	19	1	0	205	18	5139.062500ns	21.875000ns
60543	-10	0	37	19	1	0	206	14	5160.937500ns	21.875000ns
60544	-10	0	38	19	1	0	207	13	5185.156250ns	24.218750ns
60545	-10	0	39	19	1	0	212	29	5322.656250ns	137.500000ns
60546	-10	0	40	19	1	0	217	20	5440.625000ns	117.968750ns
60547	-10	0	41	19	1	0	219	20	5490.625000ns	50.000000ns
60548	-10	0	42	19	1	0	223	23	5592.968750ns	102.343750ns
60549	-10	0	43	19	1	0	232	27	5821.093750ns	228.125000ns
60550	-10	0	44	19	1	0	235	20	5890.625000ns	69.531250ns
60551	-10	0	45	19	1	0	245	26	6145.312500ns	254.687500ns
60552	-10	1	0	19	1	0	15	30	398.437500ns	
60553	-10	1	1	19	1	0	16	24	418.750000ns	20.312500ns
60554	-10	1	2	19	1	0	18	21	466.406250ns	47.656250ns
60555	-10	1	3	19	1	0	27	23	692.968750ns	226.562500ns
60556	-10	1	4	19	1	0	29	21	741.406250ns	48.437500ns
60557	-10	1	5	19	1	0	30	16	762.500000ns	21.093750ns
60558	-10	1	6	19	1	0	32	11	808.593750ns	46.093750ns
60559	-10	1	7	19	1	0	44	24	1118.750000ns	310.156250ns
60560	-10	1	8	19	1	0	45	21	1141.406250ns	22.656250ns
60561	-10	1	9	19	1	0	46	17	1163.281250ns	21.875000ns
60562	-10	1	10	19	1	0	47	13	1185.156250ns	21.875000ns
60563	-10	1	11	19	1	0	48	12	1209.375000ns	24.218750ns
60564	-10	1	12	19	1	0	55	20	1390.625000ns	181.250000ns
60565	-10	1	13	19	1	0	70	24	1768.750000ns	378.125000ns
60566	-10	1	14	19	1	0	72	16	1812.500000ns	43.750000ns
60567	-10	1	15	19	1	0	73	14	1835.937500ns	23.437500ns
60568	-10	1	16	19	1	0	88	24	2218.750000ns	382.812500ns
60569	-10	1	17	19	1	0	90	17	2263.281250ns	44.531250ns
60570	-10	1	18	19	1	0	91	13	2285.156250ns	21.875000ns
60571	-10	1	19	19	1	0	94	1	2350.781250ns	65.625000ns
60572	-10	1	20	19	1	0	97	24	2443.750000ns	92.968750ns
60573	-10	1	21	19	1	0	98	20	2465.625000ns	21.875000ns
60574	-10	1	22	19	1	0	99	18	2489.062500ns	23.437500ns
60575	-10	1	23	19	1	0	109	28	2746.875000ns	257.812500ns
60576	-10	1	24	19	1	0	111	22	2792.187500ns	45.312500ns
60577	-10	1	25	19	1	0	112	21	2816.406250ns	24.218750ns
60578	-10	1	26	19	1	0	113	20	2840.625000ns	24.218750ns
60579	-10	1	27	19	1	0	114	16	2862.500000ns	21.875000ns
60580	-10	1	28	19	1	0	116	7	2905.468750ns	42.968750ns
60581	-10	1	29	19	1	0	122	26	3070.312500ns	164.843750ns
60582	-10	1	30	19	1	0	124	26	3120.312500ns	50.000000ns
60583	-10	1	31	19	1	0	139	19	3489.843750ns	369.531250ns
60584	-10	1	32	19	1	0	151	21	3791.406250ns	301.562500ns
60585	-10	1	33	19	1	0	152	19	3814.843750ns	23.437500ns
60586	-10	1	34	19	1	0	153	17	3838.281250ns	23.437500ns
60587	-10	1	35	19	1	0	154	12	3859.375000ns	21.093750ns
60588	-10	1	36	19	1	0	168	25	4219.531250ns	360.156250ns
60589	-10	1	37	19	1	0	178	21	4466.406250ns	246.875000ns
60590	-10	1	38	19	1	0	180	17	4513.281250ns	46.875000ns
60591	-10	1	39	19	1	0	207	27	5196.093750ns	682.812500ns
60592	-10	1	40	19	1	0	212	23	5317.968750ns	121.875000ns
60593	-10	1	41	19	1	0	213	20	5340.625000ns	22.656250ns
60594	-10	1	42	19	1	0	214	15	5361.718750ns	21.093750ns
60595	-10	1	43	19	1	0	215	12	5384.375000ns	22.656250ns
60596	-10	1	44	19	1	0	216	9	5407.031250ns	22.656250ns
60597	-10	1	45	19	1	0	220	22	5517.187500ns	110.156250ns
60598	-10	1	46	19	1	0	222	12	5559.375000ns	42.187500ns
60599	-10	1	47	19	1	0	225	26	5645.312500ns	85.937500ns
60600	-10	1	48	19	1	0	228	13	5710.156250ns	64.843750ns
60601	-10	1	49	19	1	0	249	20	6240.625000ns	530.468750ns
60602	-10	2	0	19	1	0	8	22	217.187500ns	
60603	-10	2	1	19	1	0	10	22	267.187500ns	50.000000ns
60604	-10	2	2	19	1	0	11	15	286.718750ns	19.531250ns
60605	-10	2	3	19	1	0	12	12	309.375000ns	22.656250ns
60606	-10	2	4	19	1	0	13	10	332.812500ns	23.437500ns
60607	-10	2	5	19	1	0	20	20	515.625000ns	182.812500ns
60608	-10	2	6	19	1	0	37	21	941.406250ns	425.781250ns
60609	-10	2	7	19	1	0	39	18	989.062500ns	47.656250ns
60610	-10	2	8	19	1	0	62	20	1565.625000ns	576.562500ns
60611	-10	2	9	19	1	0	75	19	1889.843750ns	324.218750ns
60612	-10	2	10	19	1	0	77	15	1936.718750ns	46.875000ns
60613	-10	2	11	19	1	0	92	29	2322.656250ns	385.937500ns
60614	-10	2	12	19	1	0	116	25	2919.531250ns	596.875000ns
60615	-10	2	13	19	1	0	123	26	3095.312500ns	175.781250ns
60616	-10	2	14	19	1	0	127	22	3192.187500ns	96.875000ns
60617	-10	2	15	19	1	0	155	22	3892.187500ns	700.000000ns
60618	-10	2	16	19	1	0	156	19	3914.843750ns	22.656250ns
60619	-10	2	17	19	1	0	157	16	3937.500000ns	22.656250ns
60620	-10	2	18	19	1	0	158	10	3957.812500ns	20.312500ns
60621	-10	2	19	19	1	0	159	10	3982.812500ns	25.000000ns
60622	-10	2	20	19	1	0	163	17	4088.281250ns	105.468750ns
60623	-10	2	21	19	1	0	165	27	4146.093750ns	57.812500ns
60624	-10	2	22	19	1	0	185	4	4628.125000ns	482.031250ns
60625	-10	2	23	19	1	0	190	23	4767.968750ns	139.843750ns
60626	-10	2	24	19	1	0	193	22	4842.187500ns	74.218750ns
60627	-10	2	25	19	1	0	195	19	4889.843750ns	47.656250ns
60628	-10	2	26	19	1	0	201	21	5041.406250ns	151.562500ns
60629	-10	2	27	19	1	0	202	17	5063.281250ns	21.875000ns
60630	-10	2	28	19	1	0	203	11	5083.593750ns	20.312500ns
60631	-10	2	29	19	1	0	204	12	5109.375000ns	25.781250ns
60632	-10	2	30	19	1	0	205	13	5135.156250ns	25.781250ns
60633	-10	2	31	19	1	0	214	24	5368.750000ns	233.593750ns
60634	-10	2	32	19	1	0	220	21	5516.406250ns	147.656250ns
60635	-10	2	33	19	1	0	225	24	5643.750000ns	127.343750ns
60636	-10	2	34	19	1	0	229	25	5744.531250ns	100.781250ns
60637	-10	2	35	19	1	0	233	17	5838.281250ns	93.750000ns
60638	-10	3	0	19	1	0	3	19	89.843750ns	
60639	-10	3	1	19	1	0	6	13	160.156250ns	70.312500ns
60640	-10	3	2	19	1	0	7	12	184.375000ns	24.218750ns
60641	-10	3	3	19	1	0	15	28	396.875000ns	212.500000ns
60642	-10	3	4	19	1	0	20	22	517.187500ns	120.312500ns
60643	-10	3	5	19	1	0	23	26	595.312500ns	78.125000ns
60644	-10	3	6	19	1	0	26	27	671.093750ns	75.781250ns
60645	-10	3	7	19	1	0	27	22	692.187500ns	21.093750ns
60646	-10	3	8	19	1	0	28	23	717.968750ns	25.781250ns
60647	-10	3	9	19	1	0	29	20	740.625000ns	22.656250ns
60648	-10	3	10	19	1	0	39	20	990.625000ns	250.000000ns
60649	-10	3	11	19	1	0	54	27	1371.093750ns	380.468750ns
60650	-10	3	12	19	1	0	69	21	1741.406250ns	370.312500ns
60651	-10	3	13	19	1	0	71	14	1785.937500ns	44.531250ns
60652	-10	3	14	19	1	0	72	13	1810.156250ns	24.218750ns
60653	-10	3	15	19	1	0	74	8	1856.250000ns	46.093750ns
60654	-10	3	16	19	1	0	79	23	1992.968750ns	136.718750ns
60655	-10	3	17	19	1	0	80	19	2014.843750ns	21.875000ns
60656	-10	3	18	19	1	0	81	17	2038.281250ns	23.437500ns
60657	-10	3	19	19	1	0	83	20	2090.625000ns	52.343750ns
60658	-10	3	20	19	1	0	92	21	2316.406250ns	225.781250ns
60659	-10	3	21	19	1	0	93	19	2339.843750ns	23.437500ns
60660	-10	3	22	19	1	0	94	16	2362.500000ns	22.656250ns
60661	-10	3	23	19	1	0	95	13	2385.156250ns	22.656250ns
60662	-10	3	24	19	1	0	99	6	2479.687500ns	94.531250ns
60663	-10	3	25	19	1	0	112	2	2801.562500ns	321.875000ns
60664	-10	3	26	19	1	0	119	23	2992.968750ns	191.406250ns
60665	-10	3	27	19	1	0	160	23	4017.968750ns	1025.000000ns
60666	-10	3	28	19	1	0	164	22	4117.187500ns	99.218750ns
60667	-10	3	29	19	1	0	167	18	4189.062500ns	71.875000ns
60668	-10	3	30	19	1	0	168	13	4210.156250ns	21.093750ns
60669	-10	3	31	19	1	0	183	31	4599.218750ns	389.062500ns
60670	-10	3	32	19	1	0	192	23	4817.968750ns	218.750000ns
60671	-10	3	33	19	1	0	193	23	4842.968750ns	25.000000ns
60672	-10	3	34	19	1	0	194	16	4862.500000ns	19.531250ns
60673	-10	3	35	19	1	0	195	12	4884.375000ns	21.875000ns
60674	-10	3	36	19	1	0	196	11	4908.593750ns	24.218750ns
60675	-10	3	37	19	1	0	199	22	4992.187500ns	83.593750ns
60676	-10	3	38	19	1	0	202	7	5055.468750ns	63.281250ns
60677	-10	3	39	19	1	0	234	18	5864.062500ns	808.593750ns
60678	-10	4	0	19	1	0	5	29	147.656250ns	
60679	-10	4	1	19	1	0	8	1	200.781250ns	53.125000ns
60680	-10	4	2	19	1	0	10	21	266.406250ns	65.625000ns
60681	-10	4	3	19	1	0	13	11	333.593750ns	67.187500ns
60682	-10	4	4	19	1	0	21	24	543.750000ns	210.156250ns
60683	-10	4	5	19	1	0	23	23	592.968750ns	49.218750ns
60684	-10	4	6	19	1	0	24	17	613.281250ns	20.312500ns
60685	-10	4	7	19	1	0	25	13	635.156250ns	21.875000ns
60686	-10	4	8	19	1	0	26	11	658.593750ns	23.437500ns
60687	-10	4	9	19	1	0	35	22	892.187500ns	233.593750ns
60688	-10	4	10	19	1	0	36	16	912.500000ns	20.312500ns
60689	-10	4	11	19	1	0	37	14	935.937500ns	23.437500ns
60690	-10	4	12	19	1	0	38	7	955.468750ns	19.531250ns
60691	-10	4	13	19	1	0	48	25	1219.531250ns	264.062500ns
60692	-10	4	14	19	1	0	82	31	2074.218750ns	854.687500ns
60693	-10	4	15	19	1	0	90	30	2273.437500ns	199.218750ns
60694	-10	4	16	19	1	0	93	27	2346.093750ns	72.656250ns
60695	-10	4	17	19	1	0	96	17	2413.281250ns	67.187500ns
60696	-10	4	18	19	1	0	97	15	2436.718750ns	23.437500ns
60697	-10	4	19	19	1	0	98	13	2460.156250ns	23.437500ns
60698	-10	4	20	19	1	0	99	4	2478.125000ns	17.968750ns
60699	-10	4	21	19	1	0	100	28	2521.875000ns	43.750000ns
60700	-10	4	22	19	1	0	104	14	2610.937500ns	89.062500ns
60701	-10	4	23	19	1	0	116	22	2917.187500ns	306.250000ns
60702	-10	4	24	19	1	0	117	21	2941.406250ns	24.218750ns
60703	-10	4	25	19	1	0	118	16	2962.500000ns	21.093750ns
60704	-10	4	26	19	1	0	119	13	2985.156250ns	22.656250ns
60705	-10	4	27	19	1	0	128	27	3221.093750ns	235.937500ns
60706	-10	4	28	19	1	0	133	26	3345.312500ns	124.218750ns
60707	-10	4	29	19	1	0	154	31	3874.218750ns	528.906250ns
60708	-10	4	30	19	1	0	156	22	3917.187500ns	42.968750ns
60709	-10	4	31	19	1	0	178	28	4471.875000ns	554.687500ns
60710	-10	4	32	19	1	0	192	21	4816.406250ns	344.531250ns
60711	-10	4	33	19	1	0	203	24	5093.750000ns	277.343750ns
60712	-10	4	34	19	1	0	205	18	5139.062500ns	45.312500ns
60713	-10	4	35	19	1	0	206	16	5162.500000ns	23.437500ns
60714	-10	4	36	19	1	0	207	11	5183.593750ns	21.093750ns
60715	-10	4	37	19	1	0	208	10	5207.812500ns	24.218750ns
60716	-10	4	38	19	1	0	211	24	5293.750000ns	85.937500ns
60717	-10	4	39	19	1	0	213	14	5335.937500ns	42.187500ns
60718	-10	4	40	19	1	0	229	26	5745.312500ns	409.375000ns
60719	-10	4	41	19	1	0	232	22	5817.187500ns	71.875000ns
60720	-10	4	42	19	1	0	233	19	5839.843750ns	22.656250ns
60721	-10	4	43	19	1	0	234	16	5862.500000ns	22.656250ns
60722	-10	4	44	19	1	0	243	22	6092.187500ns	229.687500ns
60723	-8	0	0	19	1	0	8	18	214.062500ns	
60724	-8	0	1	19	1	0	13	23	342.968750ns	128.906250ns
60725	-8	0	2	19	1	0	15	24	393.750000ns	50.781250ns
60726	-8	0	3	19	1	0	17	20	440.625000ns	46.875000ns
60727	-8	0	4	19	1	0	22	21	566.406250ns	125.781250ns
60728	-8	0	5	19	1	0	30	21	766.406250ns	200.000000ns
60729	-8	0	6	19	1	0	31	20	790.625000ns	24.218750ns
60730	-8	0	7	19	1	0	37	20	940.625000ns	150.000000ns
60731	-8	0	8	19	1	0	38	17	963.281250ns	22.656250ns
60732	-8	0	9	19	1	0	39	13	985.156250ns	21.875000ns
60733	-8	0	10	19	1	0	40	6	1004.687500ns	19.531250ns
60734	-8	0	11	19	1	0	41	27	1046.093750ns	41.406250ns
60735	-8	0	12	19	1	0	44	15	1111.718750ns	65.625000ns
60736	-8	0	13	19	1	0	48	0	1200.000000ns	88.281250ns
60737	-8	0	14	19	1	0	54	20	1365.625000ns	165.625000ns
60738	-8	0	15	19	1	0	56	25	1419.531250ns	53.906250ns
60739	-8	0	16	19	1	0	58	22	1467.187500ns	47.656250ns
60740	-8	0	17	19	1	0	64	19	1614.843750ns	147.656250ns
60741	-8	0	18	19	1	0	71	24	1793.750000ns	178.906250ns
60742	-8	0	19	19	1	0	74	27	1871.093750ns	77.343750ns
60743	-8	0	20	19	1	0	77	27	1946.093750ns	75.000000ns
60744	-8	0	21	19	1	0	79	28	1996.875000ns	50.781250ns
60745	-8	0	22	19	1	0	81	21	2041.406250ns	44.531250ns
60746	-8	0	23	19	1	0	82	17	2063.281250ns	21.875000ns
60747	-8	0	24	19	1	0	83	11	2083.593750ns	20.312500ns
60748	-8	0	25	19	1	0	84	8	2106.250000ns	22.656250ns
60749	-8	0	26	19	1	0	87	24	2193.750000ns	87.500000ns
60750	-8	0	27	19	1	0	90	11	2258.593750ns	64.843750ns
60751	-8	0	28	19	1	0	93	25	2344.531250ns	85.937500ns
60752	-8	0	29	19	1	0	96	10	2407.812500ns	63.281250ns
60753	-8	0	30	19	1	0	100	29	2522.656250ns	114.843750ns
60754	-8	0	31	19	1	0	102	21	2566.406250ns	43.750000ns
60755	-8	0	32	19	1	0	109	28	2746.875000ns	180.468750ns
60756	-8	0	33	19	1	0	111	19	2789.843750ns	42.968750ns
60757	-8	0	34	19	1	0	116	21	2916.406250ns	126.562500ns
60758	-8	0	35	19	1	0	117	17	2938.281250ns	21.875000ns
60759	-8	0	36	19	1	0	118	10	2957.812500ns	19.531250ns
60760	-8	0	37	19	1	0	130	31	3274.218750ns	316.406250ns
60761	-8	0	38	19	1	0	132	25	3319.531250ns	45.312500ns
60762	-8	0	39	19	1	0	137	15	3436.718750ns	117.187500ns
60763	-8	0	40	19	1	0	138	13	3460.156250ns	23.437500ns
60764	-8	0	41	19	1	0	139	10	3482.812500ns	22.656250ns
60765	-8	0	42	19	1	0	140	9	3507.031250ns	24.218750ns
60766	-8	0	43	19	1	0	141	29	3547.656250ns	40.625000ns
60767	-8	0	44	19	1	0	146	17	3663.281250ns	115.625000ns
60768	-8	0	45	19	1	0	148	16	3712.500000ns	49.218750ns
60769	-8	0	46	19	1	0	153	27	3846.093750ns	133.593750ns
60770	-8	0	47	19	1	0	165	22	4142.187500ns	296.093750ns
60771	-8	0	48	19	1	0	166	23	4167.968750ns	25.781250ns
60772	-8	0	49	19	1	0	186	18	4664.062500ns	496.093750ns
60773	-8	0	50	19	1	0	189	19	4739.843750ns	75.781250ns
60774	-8	0	51	19	1	0	190	21	4766.406250ns	26.562500ns
